ma_phutung,ten_san_pham,gia_si,gia_le
13000K89V90,CRANK SHAFT COMP,1243935,
13000K90VM0,CRANK SHAFT COMP,1240800,
13000K97T00,CRANKSHAFT COMP E,2226400,
13000KCWJ10,CRANK SHAFT COMP,10659600,13536720
13000KFL850,CRANK SHAFT COMP,4440744,5639760
13000KFM900,CRANK SHAFT COMP,3645810,4631040
13000KFV950,CRANK SHAFT COMP,2724645,
13000KGF910,CRANK SHAFT COMP,9885078,12555000
13000KGG910,CRANK SHAFT COMP,9307872,11821680
13000KN4A60,CRANKSHAFT COMP,0,0
13000KPH900,CRANK SHAFT COMP,2414500,
13000KTL740,CRANK SHAFT COMP,2283600,
13000KTL780,CRANKSHAFT COMP,1513050,
13000KVB900,CRANK SHAFT COMP,2319900,
13000KVB901,CRANK SHAFT COMP,2383920,
13000KVBS50,CRANK SHAFT COMP,,
13000KVBT00,CRANKSHAFT COMP.,1488795,
13000KWB601,CRANK SHAFT COMP,1340955,
13000KWN900,CRANK SHAFT COMP,2874690,
13000KWW740,CRANK SHAFT COMP,1233540,
13000KWZ900,CRANK SHAFT COMP,2232846,2837160
13000KYZ900,CRANK SHAFT COMP,1499190,
13000KYZ901,CRANKSHAFT COMP.,1436820,
13000KZLE00,CRANKSHAFT COMP,2238500,
13000KZR601,CRANKSHAFT COMP,1194270,
13000KZY701,CRANKSHAFT COMP,0,0
13010GGZJ00,RING SET PISTON,0,0
13010K0Z305,"RING SET,PISTON STD",352674,
13010KCW000,RING SET PISTON,601020,764640
13010KYJ305,"RING SET, PISTON(STD.)",407106,
13010MKCA00,"RING SET,R,PISTON STD",1238328,1573560
13010MKR305,"RING SET,PISTON",858438,1091880
13010MKRDH0,"RING SET,PISTON",0,0
13011GCC307,"RING SET, PISTON (STD.)",429786,544320
13011GCC309,"RINGSET,PISTON(STD.)",320760,
13011GCCB50,"RING SET,PISTON(STD)",570402,726840
13011GN5315,RING SET PISTON,696600,
13011HF7305,"(G2) RING SET,PISTON",632772,862920
13011K03305,"RING SET, PISTON(STD.)",90720,
13011K03306,"RING SET, PISTON (STD)",153090,195480
13011K0JN00,"RING SET,PISTON",199584,
13011K0LD00,"RING SET,PISTON",284634,361800
13011K0R305,"RING SET,PISTON STD",164430,210600
13011K0S305,"RING SET,PISTON STD",166698,210600
13011K1BT00,"RING SET,PISTON STD",418446,531360
13011K1JD00,"RING SET,PISTON",284634,361800
13011K1N305,"RING SET,PISTON STD",161028,206280
13011K1Z305,"RING SET,PISTON STD",210924,268920
13011K35J00,RING SET PISTON STD,151200,
13011K44V00,"RING SET, PISTON(STD.)(RIKEN)",230202,293760
13011K56N00,"RING SET, PISTON(STD.)",396900,
13011K56N01,"RING SET, PISTON(STD.)",340200,432000
13011K58305,"RING SET,PISTON",138348,176040
13011K59A70,"RING SET,PISTON STD",168966,216000
13011K60305,"RING SET,PISTON STD",165564,211680
13011K60B60,"RING SET,PISTON STD",165564,211680
13011K64NA0,"RING SET, PISTON(STD.)(RIKEN)",0,0
13011K81N00,"RING SET, PISTON(STD.)(RIKEN)",223398,284040
13011K90V00,"RING SET, PISTON(STD)(RIKEN)",90720,
13011K96305,"RING SET,PISTON STD",185976,
13011K97305,"RING SET,PISTON STD",204120,
13011KBG305,"(G2) RING SET,PISTON S",738234,
13011KC1003,RING SET PISTON S,696600,
13011KFL851,"RING SET,PISTON(STD)",331128,422280
13011KFL852,"RING SET, PISTON STD",696600,
13011KGF910,"RING SET,PISTON",776790,
13011KGG911,"RING SET,PISTON",860706,1096200
13011KN4A61,"RING SET,PISTON(STD)",0,0
13011KPH880,"RINGSET,PISTON(STD.)",694440,
13011KPH881,"RING SET,PISTON (STD)",694008,883440
13011KPH900,"RINGSET,PISTON(STD.)",384426,
13011KTM980,"RINGSET,PISTON(STD.)",636174,810000
13011KTW900,RING SET_PISTON,1188000,
13011KVBT00,"RING SET, PISTON (STD.)",210924,268920
13011KWB305,"RING SET,PISTON(STD)",227934,291600
13011KWN900,RING SET PISTON STD,166698,212760
13011KWW740,"RING SET, PISTON (STD)",188244,
13011KYZ900,"RING SET, PISTON(STD.)",288036,367200
13011KZY700,"RING SET, PISTON(STD.)(RIKEN)",320760,
13011MEE305,"RING SET, PISTON(STD.)",295920,
13011MJE315,"RING SET,PISTON /OS 0.25",343602,436320
13011MKCA00,"RING SET,R,PISTON OS,0.25",1238328,1573560
13011MKSE00,"RING SET,PISTON (STD)",864108,1097280
13011MLBD00,"RING SET,PISTON",667926,848880
13012GCC307,"RING SET, PISTON (0.25)",460404,587520
13012GCC309,"RINGSET,PISTON(0.25)",320760,
13012GCCB50,"RING SET,PISTON(0.25)",601020,763560
13012GN5315,RING SET PISTON,696600,
13012K0JN00,"RING SET,PISTON",199584,
13012K73T30,RING SET_PISTON,303912,383400
13012KCW305,RING SET PISTON (0.25),641520,
13012KFL851,RING SET PISTON 0.25,334530,426600
13012KFL852,RING SET PIS.STD0.25,683640,
13012KPH881,"RING SET,PISTON (0.25)",1190160,
13012KYZ900,"RING SET, PISTON(STD.)(RIKEN)",283500,360720
13013GCC307,"RING SET, PISTON (0.50)",460404,587520
13013GCC309,"RINGSET,PISTON(0.50)",320760,
13013GCCB50,"RING SET,PISTON(0.50)",601020,763560
13013GN5315,RING SET PISTON,678240,
13013KCW305,"RING SET, PISTON",666360,
13013KFL851,RING SET PISTON 0.50,334530,426600
13013KFL852,"RING SET PIS , 0.50",683640,
13013KPH881,"RING SET,PISTON (0.50)",737100,
13014GCC307,"RING SET, PISTON (0.75)",436590,557280
13014GCC309,"RINGSET,PISTON(0.75)",320760,
13014GCCB50,"RING SET,PISTON(0.75)",582876,740880
13014GN5315,RING SET PISTON,696600,
13014KFL851,RING SET PISTON 0.75,334530,426600
13014KFL852,RING SET PISTON 0.75,1388880,
13014KPH881,"RING SET,PISTON (0.75)",1260360,
13015GCC307,"RING SET, PISTON (1.00)",433188,552960
13015GCC309,"RINGSET,PISTON(1.00)",320760,
13015GCCB50,"RING SET,PISTON(1.00)",563598,716040
13015GN5315,RING SET PISTON,696600,
13015KFL851,"RING SET,PISTON 1.00",334530,426600
13015KFL852,RING SET PISTON 1.00,204120,
13015KPH881,"RING SET,PISTON (1.00)",1181520,
13015MKCA00,"RING SET,L,PISTON STD",1238328,1573560
13016MKCA00,"RING SET,L,PISTON OS,0.25",1238328,1573560
13020MKCA00,"RUBBER SET,ISG COUPLE",416178,529200
13021K03306,"RING SET, PISTON (0.25)",153090,195480
13021K0JN00,"RING SET,PISTON OS 0.25",199584,
13021K0LD00,"RING SET,PISTON OS 0.25",284634,361800
13021K0R305,"RING SET,PISTON OS 0.25",164430,210600
13021K0S305,"RING SET,PISTON OS 0.25",166698,210600
13021K1BT00,"RING SET,PISTON OSZ 0.25",418446,531360
13021K1JD00,"RING SET,PISTON OS 0.25",284634,361800
13021K1N305,"RING SET,PISTON OS 0.25",161028,206280
13021K1Z305,"RING SET,PISTON OS 0.25",210924,268920
13021K44V00,"RING SET, PISTON(0.25)(RIKEN)",230202,293760
13021K56N00,"RING SET, PISTON(O.S. 0.25)",692280,
13021K56N01,"RING SET, PISTON(O.S. 0.25)",340200,432000
13021K58305,"RING SET,PISTON OS 0.25",138348,176040
13021K59A70,"RING SET,PISTON OS 0.25",168966,216000
13021K60305,"RING SET,PISTON OS 0.25",165564,211680
13021K60B60,"RING SET,PISTON OS 0.25",165564,211680
13021K81N00,"RING SET, PISTON(0.25)(RIKEN)",223398,284040
13021K90V00,"RING SET, PISTON(0.25)(RIKEN)",90720,
13021K96305,"RING SET,PISTON OS 0.25",185976,
13021K97305,"RING SET,PISTON OS 0.25",204120,
13021KBG305,"RING SET, PISTON (0,25)",915138,1246320
13021KGF910,"RING SET,PISTON OS 0.25",776790,
13021KGG911,"RING SET,PISTON OS 0.25",860706,1096200
13021KPH880,"RINGSET,PISTON(0.25)",624834,793800
13021KPH881,"RING SET, PISTON (0.25)",851634,1083240
13021KPH900,"RINGSET,PISTON(0.25)",384426,
13021KTM980,"RINGSET,PISTON(0.25)",679266,862920
13021KTW900,RING SET_PISTON O,1188000,
13021KVBT00,"RING SET, PISTON (0.25)",213192,272160
13021KWB305,"RING SET,PISTON 0.25",227934,291600
13021KWN900,RING SET PISTON (0.25),166698,212760
13021KWW740,"RING SET, PISTON (0.25)",183708,
13021KYZ900,"RING SET, PISTON(0.25)",0,0
13021KZY700,"RING SET, PISTON(0.25)(RIKEN)",320760,
13021MJE315,"RING SET,PISTON /OS 0.25",1275480,
13022K0JN00,"RING SET,PISTON OS 0.25",199584,
13022K73T30,RING SET_PISTON O0.25),303912,383400
13022KYZ900,"RING SET, PISTON(0.25)(RIKEN)",283500,360720
13031K03306,"RING SET, PISTON (0.50)",153090,195480
13031K0JN00,"RING SET,PISTON OS 0.50",199584,
13031K0LD00,"RING SET,PISTON OS 0.50",284634,361800
13031K0R305,"RING SET,PISTON OS 0.50",164430,210600
13031K0S305,"RING SET,PISTON OS 0.50",166698,210600
13031K1BT00,"RING SET,PISTON OSZ 0.50",418446,531360
13031K1JD00,"RING SET,PISTON OS 0.50",284634,361800
13031K1N305,"RING SET,PISTON OS 0.50",161028,206280
13031K1Z305,"RING SET,PISTON OS 0.50",210924,268920
13031K44V00,"RING SET, PISTON(0.50)(RIKEN)",230202,293760
13031K56N00,"RING SET, PISTON(O.S. 0.50)",627102,798120
13031K56N01,"RING SET, PISTON(O.S. 0.50)",340200,432000
13031K58305,"RING SET,PISTON OS 0.50",138348,176040
13031K59A70,"RING SET,PISTON OS 0.50",168966,216000
13031K60305,"RING SET,PISTON OS 0.50",165564,211680
13031K60B60,"RING SET,PISTON OS 0.50",165564,211680
13031K81N00,"RING SET, PISTON(0.50)(RIKEN)",223398,284040
13031K90V00,"RING SET, PISTON(0.50)(RIKEN)",90720,
13031K96305,"RING SET,PISTON OS 0.50",185976,
13031K97305,"RING SET,PISTON OS 0.50",204120,
13031KBG305,"RING SET, PISTON (0,50)",915138,1246320
13031KGF910,"RING SET,PISTON OS 0.50",760914,
13031KGG911,"RING SET,PISTON OS 0.50",860706,1096200
13031KPH880,"RINGSET,PISTON(0.50)",624834,793800
13031KPH881,"RING SET, PISTON (0.50)",882252,1124280
13031KPH900,"RINGSET,PISTON(0.50)",384426,
13031KTM980,"RINGSET,PISTON(0.50)",882252,1123200
13031KTW900,RING SET_PISTON O,1188000,
13031KVBT00,"RING SET, PISTON (0.50)",213192,272160
13031KWB305,"RING SET,PISTON 0.50",227934,291600
13031KWN900,RING SET PISTON (0.50),166698,212760
13031KWW740,"RING SET, PISTON (0.50)",188244,
13031KYZ900,"RING SET, PISTON(0.50)",0,0
13031KZY700,"RING SET, PISTON(0.50)(RIKEN)",320760,
13031MEL010,"RING SET,PISTON",763182,
13031MKFD40,"RING SET, PISTON",711018,
13032K0JN00,"RING SET,PISTON OS 0.50",199584,
13032K73T30,RING SET_PISTON O,303912,383400
13032KYZ900,"RING SET, PISTON(0.50)(RIKEN)",283500,360720
13041K03306,"RING SET, PISTON (0.75)",153090,195480
13041K0JN00,"RING SET,PISTON OS 0.75",199584,
13041K0LD00,"RING SET,PISTON OS 0.75",284634,361800
13041K0R305,"RING SET,PISTON OS 0.75",164430,210600
13041K1JD00,"RING SET,PISTON OS 0.75",284634,361800
13041K1N305,"RING SET,PISTON OS 0.75",161028,206280
13041K44V00,"RING SET, PISTON(0.75)(RIKEN)",230202,293760
13041K58305,"RING SET,PISTON OS 0.75",138348,176040
13041K60305,"RING SET,PISTON OS 0.75",165564,211680
13041K60B60,"RING SET,PISTON OS 0.75",165564,211680
13041K81N00,"RING SET, PISTON(0.75)(RIKEN)",223398,284040
13041K90V00,"RING SET, PISTON(0.75)(RIKEN)",90720,
13041K96305,"RING SET,PISTON OS 0.75",185976,
13041KPH880,"RINGSET,PISTON(0.75)",624834,793800
13041KPH881,"RING SET, PISTON (0.75)",882252,1123200
13041KPH900,"RINGSET,PISTON(0.75)",384426,
13041KTM980,"RINGSET,PISTON(0.75)",882252,1123200
13041KVBT00,"RING SET, PISTON (0.75)",213192,272160
13041KWB305,"RING SET,PISTON 0.75",227934,291600
13041KWN900,RING SET PISTON (0.75),165564,211680
13041KWW740,"RING SET, PISTON (0.75)",188244,
13041KYZ900,"RING SET, PISTON(0.75)",0,0
13041MEL010,"RING SET,PISTON OS 0.25",763182,
13042K0JN00,"RING SET,PISTON OS 0.75",199584,
13042K73T30,RING SET_PISTON O,303912,383400
13042KYZ900,"RING SET, PISTON(0.75)(RIKEN)",283500,360720
13051K03306,"RING SET, PISTON (1.00)",153090,195480
13051K0JN00,"RING SET,PISTON OS 1.00",199584,
13051K0LD00,"RING SET,PISTON OS 1.00",284634,361800
13051K0R305,"RING SET,PISTON OS 1.00",164430,210600
13051K1JD00,"RING SET,PISTON OS 1.00",284634,361800
13051K1N305,"RING SET,PISTON OS 1.00",161028,206280
13051K44V00,"RING SET, PISTON(1.00)(RIKEN)",230202,293760
13051K58305,"RING SET,PISTON OS 1.00",138348,176040
13051K60305,"RING SET,PISTON OS 1.00",165564,211680
13051K60B60,"RING SET,PISTON OS 1.00",165564,211680
13051K81N00,"RING SET, PISTON(1.00)(RIKEN)",223398,284040
13051K90V00,"RING SET, PISTON(1.00)(RIKEN)",90720,
13051K96305,"RING SET,PISTON OS 1.00",185976,
13051KPH880,"RINGSET,PISTON(1.00)",636174,810000
13051KPH881,"RING SET, PISTON (1.00)",851634,1083240
13051KPH900,"RINGSET,PISTON(1.00)",384426,
13051KTM980,"RINGSET,PISTON(1.00)",679266,862920
13051KVBT00,"RING SET, PISTON (1.00)",213192,272160
13051KWB305,"RING SET,PISTON 1.00",227934,291600
13051KWN900,RING SET PISTON (1.00),165564,211680
13051KWW740,"RING SET, PISTON (1.00)",188244,
13051KYZ900,"RING SET, PISTON(1.00)",0,0
13052K0JN00,"RING SET,PISTON OS 1.00",199584,
13052K73T30,RING SET_PISTON O,303912,383400
13052KYZ900,"RING SET, PISTON(1.00)(RIKEN)",283500,360720
13101GCC000,PISTON (STD.),626400,
13101GFM900,PISTON STD,307800,
13101GGZJ00,PISTON,0,0
13101GN5505,PISTON,337932,430920
13101GN5912,PISTON,329994,420120
13101K02901,PISTON(STD),331128,422280
13101K03H10,PISTON(STD.),170500,
13101K0RV00,PISTON,291060,
13101K0SV00,PISTON,293370,
13101K0Z900,PISTON,677160,
13101K1BT00,PISTON,775656,
13101K26G00,PISTON,599400,
13101K27V00,PISTON,459270,582120
13101K2FT00,PISTON,157300,
13101K33D00,PISTON,695520,
13101K36T00,PISTON,426384,542160
13101K44V00,PISTON(STD.),139755,178200
13101K56N00,PISTON(STD),453600,576720
13101K56P00,PISTON(STD),650160,
13101K64P11,PISTON(STD.),0,0
13101K77V00,PISTON STD,292215,
13101K78V00,PISTON STD,325710,
13101K97T00,PISTON,653400,
13101KC1J10,(G2) PISTON,1422360,
13101KCW000,PISTON STD,672462,855360
13101KFL505,PISTON,347760,
13101KFL850,PISTON,280098,358560
13101KFL860,PISTON (STD),209790,266760
13101KFM900,PISTON,371952,
13101KFV660,PISTON STD,598752,763560
13101KFV950,PISTON,581742,739800
13101KGF910,PISTON,1423170,
13101KGG911,PISTON,594000,
13101KN4A60,PISTON(STD.),0,0
13101KPH880,PISTON STD,556794,709560
13101KPH881,PISTON STD,666360,
13101KR3013,(G2) PISTON (STD),1123794,1531440
13101KTL850,PISTON STD,561330,712800
13101KTW901,PISTON OS 0.25),1738422,2209680
13101KVB900,PISTON (STD),648648,822960
13101KVBT00,PISTON (STD.),629370,800280
13101KWB600,PISTON(STD),424116,540000
13101KWN901,PISTON STD,445662,569160
13101KWN902,PISTON(STD.),533500,
13101KWNP00,"PISTON,STD",159894,203040
13101KWW740,PISTON (STD),373065,
13101KWZ900,PISTON (STD),425250,542160
13101KYZ900,PISTON(STD),639360,
13101KZL930,PISTON STD,613440,
13101KZY700,PISTON,0,0
13101MGZD00,PISTON(STD.),627102,795960
13101MJED00,PISTON,1249560,
13101MKCA00,"PISTON,R",4568886,5802840
13101MKFD40,PISTON,2619540,3325320
13101MKFD60,PISTON,2619540,3325320
13101MKJD00,PISTON,3281796,
13101MKND10,PISTON,1274400,
13101MKRD10,PISTON,3225096,
13101MKRD30,PISTON,3225096,
13101MKRDH0,PISTON,0,0
13101MKSE00,PISTON,5151600,
13101MLBD00,PISTON,1434510,
13101MLLD00,PISTON,0,0
13101MLNE00,PISTON,0,0
13102GCC000,PISTON (0.25),675000,
13102GFM900,PISTON 0.25,312984,398520
13102GN5325,PISTON 0S.0.25,329994,420120
13102GN5505,PISTON 0S.0.25,337932,430920
13102K02901,PISTON(O.S. 0.25),322056,409320
13102K03H10,PISTON(0.25),170500,
13102K0R305,"PISTON,OS,0.25",291060,
13102K0S305,"PISTON,OS,0.25",293370,
13102K1BT00,"PISTON,OSZ 0.25",775656,
13102K26G00,"PISTON,OS,0.25",599400,
13102K27V00,PISTON (0.25),417312,530280
13102K2FT00,"PISTON OS,0.25",157300,
13102K36T00,"PISTON,OS,0.25/0.50",426384,542160
13102K44V00,PISTON(0.25),139755,178200
13102K56N00,PISTON(O.S. 0.25),628560,
13102K56P00,PISTON(O.S. 0.25),430920,547560
13102K77V00,PISTON_OS_0.25,292215,
13102K78V00,PISTON_OS_0.25,325710,
13102K97T00,"PISTON,OS,0.25",653400,
13102KCW305,PISTON (0.25),613440,
13102KFL505,PISTON,295974,375840
13102KFL850,PISTON,288036,368280
13102KFL860,"PISTON, 0S, 0.25",216594,277560
13102KFV660,PISTON 0.25,598752,763560
13102KFV950,"PISTON,O/S 0.25",581742,739800
13102KGF910,"PISTON,OS 0.25",1537704,
13102KGG911,"PISTON,OS 0.25",594000,
13102KPH305,PISTON 0.25,384426,
13102KPH306,PISTON 0.25,568134,724680
13102KTL850,PISTON 0.25,561330,712800
13102KTM305,PISTON 0.25,390096,
13102KTW901,PISTON_OSZ 0.25,1738422,2209680
13102KVB900,PISTON(0.25),648648,822960
13102KVBT00,PISTON (0.25),629370,800280
13102KWB305,PISTON 0.25,424116,540000
13102KWN902,PISTON (0.25),654500,
13102KWN903,PISTON (0.25),413910,525960
13102KWNP00,"PISTON,OS,0.25",159894,203040
13102KWW740,PISTON (0.25),373065,
13102KWZ305,PISTON (0.25),425250,542160
13102KYZ900,PISTON(0.25),557928,709560
13102KYZ901,"PISTON,OS,0.25",636120,
13102KZL930,",PISTON(0.25)",613440,
13102KZY700,"PISTON,OS,0.25",0,0
13102MJE305,"PISTON,OS 0.25",1249560,
13102MKCA00,"PISTON,L",4568886,5802840
13103GCC000,PISTON (0.50),668520,
13103GFM900,PISTON 0.50,312984,398520
13103GN5325,"PISTON,0S,0.50",329994,420120
13103GN5505,"PISTON,0S,0.50",337932,430920
13103K02901,PISTON(O.S. 0.50),331128,422280
13103K03H10,PISTON(0.50),170500,
13103K0R305,"PISTON,OS,0.50",291060,
13103K0S305,"PISTON,OS,0.50",293370,
13103K1BT00,"PISTON,OSZ 0.50",775656,
13103K26G00,"PISTON,OS,0.50",599400,
13103K27V00,PISTON (0.50),417312,530280
13103K2FT00,"PISTON OS,0.50",157300,
13103K36T00,PISTON(O.S.)(0.50),426384,542160
13103K44V00,PISTON(0.50),139755,178200
13103K56N00,PISTON(O.S. 0.50),628560,
13103K56P00,PISTON(O.S. 0.50),430920,547560
13103K77V00,PISTON_OS_0.50,292215,
13103K78V00,PISTON_OS_0.50,325710,
13103K97T00,"PISTON,OS,0.50",653400,
13103KCW305,PISTON (0.50),398034,
13103KFL505,PISTON (0.50),295974,375840
13103KFL850,PISTON (0.50),209790,
13103KFL860,"PISTON, 0S, 0.50",216594,277560
13103KFV660,PISTON 0.50,598752,763560
13103KFV950,"PISTON, 0S, 0.50",581742,739800
13103KGF910,"PISTON,OS 0.50",1283688,1632960
13103KGG911,"PISTON,OS 0.50",746172,
13103KPH305,PISTON 0.50,385560,
13103KPH306,PISTON 0.50,568134,724680
13103KTL850,PISTON 0.50,561330,712800
13103KTM305,PISTON 0.50,396900,
13103KTW901,PISTON_OSZ 0.50,1738422,2209680
13103KVB900,PISTON(0.50),648648,822960
13103KVBT00,PISTON (0.50),629370,800280
13103KWB305,PISTON 0.50,424116,540000
13103KWN902,PISTON (0.50),642400,
13103KWN903,PISTON(O.S. 0.50),420714,534600
13103KWNP00,"PISTON,OS,0.50",159894,203040
13103KWW740,PISTON (0.50),373065,
13103KWZ305,PISTON (0.50),425250,542160
13103KYZ900,PISTON(0.50),557928,709560
13103KYZ901,"PISTON,OS,0.50",636120,
13103KZL930,",PISTON(0.50)",613440,
13103KZY700,"PISTON,OS,0.50",0,0
13103MKC305,"PISTON,R,OS,0.25",4568886,5802840
13103MKJD00,"PISTON,OS 0.25",3281796,
13104GCC000,PISTON (0.75),675000,
13104GFM900,PISTON 0.75,308448,395280
13104GN5325,"PISTON,0S,0.75",337932,430920
13104GN5505,"PISTON,0S,0.75",337932,430920
13104K03H10,PISTON(0.75),170500,
13104K0R305,"PISTON,OS,0.75",291060,
13104K26G00,"PISTON,OS,0.75",599400,
13104K27V00,PISTON (0.75),417312,530280
13104K2FT00,"PISTON OS,0.75",157300,
13104K44V00,PISTON(0.75),139755,178200
13104K77V00,PISTON_OS_0.75,292215,
13104KFL860,"PISTON, 0S, 0.75",216594,277560
13104KFV660,PISTON 0.75,598752,763560
13104KFV950,"PISTON, 0S, 0.75",593082,751680
13104KPH305,PISTON 0.75,393498,
13104KPH306,PISTON 0.75,568134,724680
13104KTL850,PISTON 0.75,561330,712800
13104KTM305,PISTON 0.75,401436,
13104KVB900,PISTON(0.75),648648,822960
13104KVBT00,PISTON (0.75),629370,800280
13104KWB305,PISTON 0.75,424116,540000
13104KWN902,PISTON (0.75),654500,
13104KWN903,PISTON(O.S. 0.75),417312,530280
13104KWNP00,"PISTON,OS,0.75",206388,262440
13104KWW740,PISTON (0.75),373065,
13104KWZ305,PISTON (0.75),425250,542160
13104KYZ900,PISTON(0.75),557928,709560
13104KYZ901,"PISTON,OS,0.75",636120,
13104KZL930,",PISTON(0.75)",613440,
13105GCC000,PISTON (1.00),632880,
13105GFM900,PISTON 1.00,308448,395280
13105GN5325,PISTON 0S.1.00,335664,427680
13105GN5505,PISTON 0S.1.00,332262,424440
13105K03H10,PISTON(1.00),170500,
13105K0R305,"PISTON,OS,1.00",291060,
13105K26G00,"PISTON,OS,1.00",599400,
13105K27V00,PISTON (1.00),417312,530280
13105K2FT00,"PISTON OS,1.00",157300,
13105K44V00,PISTON(1.00),139755,178200
13105K77V00,PISTON_OS_1.00,292215,
13105KFL505,PISTON (1.00),212058,270000
13105KFL850,PISTON (1.00),209790,267840
13105KFL860,"PISTON, 0S, 1.00",216594,277560
13105KFV660,PISTON 1.00,598752,763560
13105KFV950,"PISTON, 0S, 1.00",598752,763560
13105KPH305,PISTON 1.00,394632,
13105KPH306,PISTON 1.00,568134,724680
13105KTL850,PISTON 1.00,561330,712800
13105KTM305,PISTON 1.00,409374,
13105KVB900,PISTON(1.00),648648,822960
13105KVBT00,PISTON (1.00),629370,800280
13105KWB305,PISTON 1.00,424116,540000
13105KWN902,PISTON (1.00),654500,
13105KWN903,PISTON(O.S. 1.00),417312,530280
13105KWNP00,"PISTON,OS,1.00",206388,262440
13105KWW740,PISTON (1.00),373065,
13105KWZ305,PISTON (1.00),425250,542160
13105KYZ900,PISTON(1.00),557928,709560
13105KYZ901,"PISTON,OS,1.00",636120,
13105KZL930,",PISTON(1.00)",613440,
13107MKC305,"PISTON,L,OS,0.25",4568886,5802840
13111028000,"PIN,PISTON",0,0
13111044010,"(G2) PIN, PISTON",98658,
13111087000,"PIN,PISTON",11340,
13111384000,"PIN, PISTON",147420,189000
13111GB0910,"PIN,PISTON",73710,96120
13111GCC000,"PIN, PISTON",79920,
13111GCCC50,"PIN,PISTON",19278,25920
13111GGZJ00,"PIN,PISTON",0,0
13111K04930,PIN_PISTON,147960,
13111K0JN00,"PIN,PISTON",23814,
13111K0RV00,"PIN,PISTON",79920,
13111K0Z900,"PIN,PISTON",86625,
13111K1BT00,"PIN,PISTON",51030,65880
13111K1BT20,"PIN,PISTON",49896,
13111K2AJ20,"PIN,PISTON",0,0
13111K56N00,"PIN, PISTON",185976,
13111K64N00,PISTON PIN,0,0
13111K77V00,PIN_PISTON,28350,34560
13111K78V00,PIN_PISTON,39960,
13111KCZ000,"PIN,PISTON",174636,
13111KGF910,"PIN,PISTON",28350,36720
13111KGG910,PIN.PISTON,151956,194400
13111KWN900,"PIN,PISTON",21546,
13111MCJ750,"PIN,PISTON",560196,712800
13111MEL000,"PIN,PISTON",698544,
13111MFGD00,"PIN, PISTON",56700,72360
13111MFL010,"PIN, PISTON",796068,
13111MKCA00,"PIN,PISTON",172368,220320
13111MKRD10,"PIN,PISTON",919674,1168560
13111MKSE00,"PIN,PISTON",807408,
13111MLBD00,"PIN,PISTON",,
13111MLLD00,"PIN,PISTON",0,0
13111MLNE00,"PIN,PISTON",0,0
13112K33D00,"CLIP, PISTON PIN, 17MM",,
13112KYJ900,"CLIP,PISTON PIN 17MM",10395,
13112MC7000,"CLIP,PISTON,PIN,22MM",40700,
13112MEE000,"CLIP,PISTON PIN 16MM",20790,
13112MEL000,"CLIP, PISTON PIN, 17MM",34100,
13112MKRD10,"CLIP,PISTON PIN 18MM",37400,
13115001000,"CLIP, PISTON PIN",9900,
13115147000,"CLIP,PISTON PIN 10MM",0,0
13115GN5910,"CLIP,PISTON PIN 13MM",5500,
13115K1MT00,"CLIP,PISTON PIN 12MM",177870,
13115K23900,"CLIP,PISTON PIN 12MM",5775,
13115KZY700,"CLIP, PISTON PIN, 14MM",4620,
13115MGZJ00,"CLIP, PISTON PIN, 16MM",20900,
13201GF6300,ROD CONECTING,1391040,
13210K1BT00,CONN ROD ASSY,1358532,1725840
13210K64NA0,"ROD ASSY., CONNECTING",0,0
13210KTW901,CONN-ROD ASSY.,3043656,
13210MGZD00,"ROD ASSY., CONNECTING",1547910,
13210MJED00,CONN ROD ASSY,2427894,3083400
13210MKCA00,CONN ROD ASSY,5182920,
13210MKFD40,"ROD ASSY., CONNECTING",2339442,2970000
13210MKJD00,CONN ROD ASSY,2675106,3397680
13210MKRD10,CONNECTING ROD ASSY,10859184,13790520
13210MKSE00,CONN ROD ASSY,3072006,
13210MKYD10,CONN ROD ASSY,2548800,
13210MLBD00,CONN ROD ASSY,2671920,
13210MLNE00,CONN ROD ASSY,0,0
13213MEE003,BOLT CONNECTING ROD,0,0
13213MEL003,BOLT CONN ROD,75075,
13213MFL003,"BOLT, CONNECTING ROD",136400,
13213MGE003,"BOLT,CONN ROD",,
13213MJPG51,"BOLT,CONN ROD",136400,
13213MKCA01,"BOLT,CONN ROD",184800,
13213MKRD11,"BOLT,CONNECTING ROD",88935,
13213ML7020,BOLT_CONN-ROD,84700,
13214K1BT01,"BRG A,CONN ROD",148554,189000
13214MEL003,"BRG A,CON-ROD",149040,
13214MGZJ01,"BRG,CONN ROD A",308448,390960
13214MJED01,"BRG,CONN-ROD A",453600,576720
13214MJPG51,"BRG A,CONN ROD",173502,220320
13214MKCA01,"BRG A,CONN ROD",288036,366120
13214MKFD41,"BEARING A, CONNECTING ROD",166698,210600
13214MM4000,BRG_CONN ROD_A,140616,179280
13215K1BT01,"BRG B,CONN ROD",148554,189000
13215MEL003,"BRG B,CON-ROD",149040,
13215MGZJ01,"BRG,CONN ROD B",308448,390960
13215MJED01,"BRG,CONN-ROD B",453600,576720
13215MJPG51,"BRG B,CONN ROD",173502,220320
13215MKCA01,"BRG B,CONN ROD",288036,366120
13215MKFD41,"BEARING B, CONNECTING ROD",166698,210600
13215ML7000,"NUT, CONNECTING ROG",67100,
13215MM4000,BRG_CONN ROD_B,140616,179280
